rule_index,update_us
0,7.428
1,4.660
2,5.067
3,4.374
4,5.120
5,4.712
6,4.951
7,4.802
8,4.685
9,4.388
10,4.703
11,4.171
12,4.221
13,4.455
14,4.107
15,4.299
16,4.268
17,4.288
18,5.132
19,4.490
20,4.379
21,4.606
22,4.494
23,4.341
24,4.791
25,5.421
26,5.980
27,5.325
28,5.962
29,5.851
30,5.753
31,8.190
32,5.618
33,5.759
34,5.879
35,5.942
36,5.480
37,5.401
38,5.938
39,5.620
40,5.251
41,6.021
42,5.754
43,5.502
44,5.741
45,5.791
46,5.643
47,5.642
48,5.585
49,5.311
50,5.755
51,4.392
52,4.356
53,4.399
54,4.495
55,4.415
56,4.404
57,4.484
58,4.597
59,4.130
60,4.391
61,4.195
62,4.608
63,4.194
64,4.219
65,4.146
66,4.576
67,4.167
68,4.486
69,4.144
70,4.344
71,4.035
72,4.348
73,4.233
74,4.218
75,4.137
76,4.389
77,4.330
78,4.143
79,4.201
80,4.301
81,4.279
82,4.398
83,4.423
84,4.359
85,4.484
86,4.441
87,4.026
88,4.240
89,3.991
90,4.118
91,4.263
92,4.159
93,3.974
94,3.946
95,4.182
96,4.443
97,4.094
98,4.277
99,4.145
100,4.129
101,4.450
102,4.266
103,4.232
104,4.311
105,4.539
106,4.342
107,4.067
108,4.214
109,4.235
110,4.380
111,3.968
112,4.191
113,4.174
114,4.406
115,4.006
116,4.404
117,4.100
118,4.201
119,4.171
120,4.315
121,4.216
122,4.176
123,4.020
124,4.297
125,4.163
126,4.401
127,3.929
128,11.131
129,4.297
130,4.349
131,4.219
132,4.242
133,4.088
134,4.281
135,4.055
136,3.994
137,4.579
138,4.394
139,4.092
140,4.094
141,4.554
142,4.195
143,4.209
144,4.019
145,4.201
146,4.357
147,3.960
148,4.191
149,4.462
150,4.299
151,4.053
152,4.159
153,4.068
154,4.448
155,3.978
156,3.966
157,4.161
158,4.368
159,4.049
160,4.108
161,4.505
162,4.163
163,4.221
164,4.352
165,4.234
166,4.361
167,4.090
168,4.514
169,4.140
170,4.473
171,4.249
172,4.051
173,4.145
174,4.055
175,4.015
176,4.164
177,4.050
178,4.132
179,4.040
180,3.884
181,4.413
182,4.150
183,4.130
184,4.081
185,4.061
186,4.169
187,3.953
188,4.014
189,4.062
190,4.027
191,3.878
192,4.017
193,4.118
194,4.055
195,4.180
196,4.204
197,4.136
198,4.437
199,3.970
200,4.509
201,3.994
202,4.091
203,4.096
204,4.035
205,3.866
206,4.412
207,3.866
208,4.186
209,3.846
210,4.132
211,4.006
212,4.189
213,4.552
214,4.069
215,4.500
216,4.155
217,3.917
218,4.100
219,4.166
220,4.364
221,4.182
222,4.025
223,3.939
224,4.069
225,4.235
226,4.345
227,4.059
228,4.017
229,3.929
230,4.019
231,4.221
232,4.131
233,3.933
234,3.973
235,3.851
236,4.052
237,4.172
238,4.028
239,3.945
240,3.973
241,3.928
242,4.087
243,3.908
244,4.268
245,4.042
246,4.074
247,4.089
248,4.078
249,3.921
250,4.219
251,4.008
252,4.009
253,3.902
254,4.040
255,4.121
256,8.720
257,14.837
258,4.341
259,3.993
260,4.466
261,17.635
262,4.149
263,3.803
264,3.890
265,3.869
266,3.878
267,3.969
268,4.204
269,50.570
270,4.281
271,4.161
272,4.189
273,4.263
274,4.105
275,3.939
276,4.153
277,4.044
278,4.078
279,3.764
280,4.078
281,3.871
282,3.825
283,4.191
284,3.884
285,3.949
286,3.862
287,4.029
288,15.742
289,4.217
290,3.802
291,4.418
292,3.985
293,4.116
294,3.903
295,4.212
296,4.192
297,4.025
298,4.074
299,4.033
300,3.953
301,4.053
302,3.802
303,4.232
304,4.006
305,4.137
306,3.874
307,4.089
308,24.533
309,3.936
310,4.059
311,4.113
312,4.172
313,3.885
314,4.133
315,4.055
316,4.104
317,4.001
318,4.013
319,4.246
320,3.932
321,4.073
322,4.242
323,4.034
324,4.017
325,3.744
326,3.892
327,3.868
328,3.894
329,3.963
330,4.147
331,4.152
332,4.071
333,3.995
334,3.927
335,4.007
336,3.988
337,3.837
338,4.084
339,3.887
340,3.923
341,4.038
342,3.991
343,4.275
344,4.268
345,3.932
346,4.213
347,4.138
348,4.245
349,3.958
350,3.959
351,4.253
352,4.222
353,3.998
354,4.152
355,3.812
356,4.089
357,3.777
358,3.883
