rule_index,update_us
0,7.016
1,4.400
2,5.353
3,4.140
4,5.051
5,4.312
6,4.520
7,4.501
8,4.557
9,4.194
10,4.388
11,4.124
12,4.405
13,4.281
14,4.196
15,4.162
16,4.238
17,4.131
18,4.279
19,4.052
20,4.687
21,4.360
22,4.716
23,4.274
24,4.504
25,4.419
26,4.468
27,4.427
28,4.086
29,4.131
30,4.728
31,5.453
32,6.314
33,5.537
34,5.371
35,5.225
36,5.823
37,5.229
38,6.277
39,5.260
40,5.417
41,5.438
42,5.489
43,4.375
44,4.895
45,4.444
46,4.929
47,4.304
48,4.571
49,4.647
50,4.262
51,4.540
52,4.172
53,4.110
54,4.493
55,4.518
56,4.313
57,4.282
58,4.448
59,4.118
60,4.335
61,4.095
62,4.672
63,4.331
64,4.235
65,4.104
66,4.261
67,3.994
68,4.087
69,4.057
70,4.433
71,4.329
72,4.154
73,4.553
74,4.184
75,4.204
76,4.293
77,4.088
78,4.103
79,4.136
80,4.347
81,4.065
82,4.364
83,4.385
84,4.253
85,4.060
86,4.526
87,4.309
88,4.104
89,4.485
90,4.299
91,4.766
92,4.081
93,4.047
94,4.011
95,4.369
96,4.255
97,4.155
98,4.217
99,4.484
100,4.055
101,4.213
102,4.380
103,3.951
104,4.116
105,4.645
106,4.161
107,4.070
108,4.086
109,4.349
110,4.311
111,3.853
112,4.226
113,3.993
114,4.120
115,4.014
116,4.539
117,4.551
118,4.384
119,4.048
120,4.344
121,4.243
122,4.283
123,4.349
124,4.225
125,4.158
126,4.204
127,4.077
128,10.287
129,4.213
130,4.115
131,4.084
132,4.179
133,3.907
134,4.146
135,3.863
136,4.096
137,4.076
138,4.279
139,4.085
140,4.056
141,4.171
142,4.134
143,4.082
144,4.106
145,4.075
146,4.197
147,3.871
148,4.134
149,4.096
150,4.234
151,3.925
152,4.135
153,3.939
154,4.090
155,4.081
156,4.153
157,4.108
158,4.242
159,4.418
160,4.227
161,3.956
162,4.182
163,4.039
164,4.241
165,4.068
166,4.338
167,4.047
168,4.176
169,4.219
170,4.241
171,4.310
172,4.069
173,4.159
174,4.149
175,4.003
176,4.136
177,4.597
178,4.265
179,4.271
180,4.402
181,4.461
182,4.247
183,4.465
184,4.374
185,4.159
186,4.745
187,4.212
188,4.446
189,4.166
190,4.191
191,3.901
192,4.270
193,4.022
194,4.156
195,3.961
196,4.069
197,4.058
198,4.458
199,3.861
200,4.057
201,3.979
202,4.083
203,4.139
204,4.262
205,3.991
206,4.536
207,4.004
208,4.078
209,3.944
210,4.339
211,4.170
212,4.351
213,4.561
214,4.420
215,4.167
216,4.071
217,4.053
218,4.264
219,4.089
220,4.694
221,3.940
222,3.967
223,4.213
224,4.045
225,4.174
226,4.059
227,4.006
228,4.019
229,4.084
230,4.091
231,4.241
232,4.252
233,3.929
234,4.246
235,4.033
236,4.318
237,4.101
238,4.059
239,3.999
240,4.097
241,3.921
242,4.152
243,4.048
244,4.331
245,3.794
246,4.668
247,4.335
248,4.097
249,4.034
250,4.214
251,3.954
252,4.184
253,4.043
254,4.271
255,4.130
256,9.497
257,4.058
258,4.503
259,4.176
260,4.456
261,3.951
262,4.068
263,4.119
264,3.974
265,3.810
266,3.923
267,3.958
268,4.288
269,3.946
270,3.989
271,3.882
272,4.138
273,4.241
274,4.099
275,3.951
276,4.183
277,3.989
278,4.100
279,4.147
280,4.118
281,3.927
282,3.890
283,4.191
284,3.994
285,3.887
286,3.975
287,4.113
288,3.959
289,3.888
290,3.975
291,4.002
292,4.063
293,3.805
294,4.037
295,3.930
296,4.180
297,3.746
298,4.079
299,3.949
300,4.038
301,3.880
302,4.023
303,4.109
304,4.156
305,4.008
306,4.058
307,3.945
308,4.198
309,3.981
310,3.941
311,4.436
312,4.123
313,4.020
314,4.248
315,3.956
316,4.163
317,3.880
318,4.124
319,3.895
320,4.060
321,4.179
322,4.146
323,3.812
324,4.102
325,3.775
326,3.880
327,4.020
328,3.968
329,4.082
330,4.273
331,4.204
332,4.358
333,4.073
334,4.417
335,4.205
336,4.225
337,3.972
338,4.123
339,3.895
340,3.922
341,3.880
342,3.949
343,4.171
344,4.244
345,3.903
346,4.281
347,3.953
348,4.163
349,3.937
350,4.075
351,4.007
352,4.260
353,3.770
354,4.322
355,3.964
356,4.104
357,3.849
358,4.159
359,4.077
360,4.234
361,3.990
362,4.066
363,3.999
364,3.998
365,3.765
366,4.003
367,3.866
368,4.135
369,3.964
370,4.072
371,3.956
372,4.009
373,3.826
374,4.057
375,4.097
376,4.384
377,3.944
378,4.187
379,3.962
380,4.158
381,3.862
382,4.245
383,3.936
384,9.693
385,3.825
386,4.061
387,3.821
388,3.962
389,3.874
390,3.950
391,4.003
392,4.377
393,4.158
394,4.059
395,3.913
396,3.853
397,3.864
398,4.993
399,3.938
400,4.217
401,3.943
402,4.079
403,4.290
404,4.117
405,3.976
406,4.084
407,3.971
408,4.124
409,3.834
410,4.009
411,3.919
412,4.118
413,3.899
414,4.060
415,4.111
416,4.324
417,3.792
418,3.917
419,3.942
420,4.042
421,3.893
422,3.918
423,3.868
424,3.959
425,3.876
426,3.850
427,3.968
428,4.017
429,3.868
430,4.199
431,4.124
432,4.024
433,4.157
434,4.222
435,4.339
436,4.612
437,4.280
438,4.412
439,3.870
440,4.084
441,3.977
442,4.196
443,3.890
444,4.104
445,3.963
446,4.042
447,4.014
448,4.595
449,3.802
450,3.927
451,4.009
452,3.967
453,3.834
454,3.993
455,4.155
456,4.096
457,3.969
458,4.205
459,3.913
460,4.016
461,4.027
462,3.998
463,4.163
464,3.968
465,3.946
466,3.982
467,3.944
468,3.950
469,4.078
470,3.981
471,4.014
472,4.096
473,3.818
474,4.407
475,4.111
476,4.264
477,4.028
478,4.047
479,4.119
480,4.187
481,3.863
482,4.219
483,3.864
484,4.189
485,3.828
486,4.129
487,4.077
488,3.981
489,3.788
490,4.394
491,3.885
492,4.259
493,3.957
494,4.014
495,3.834
496,3.960
497,3.910
498,3.977
499,3.874
500,3.951
501,3.748
502,4.538
503,3.958
504,4.111
505,3.821
506,4.558
507,4.022
508,4.236
509,4.534
510,4.010
511,3.882
512,10.995
513,4.017
514,4.144
515,3.875
516,4.082
517,4.299
518,4.267
519,4.303
520,4.180
521,3.916
522,4.255
523,3.964
524,4.082
525,3.957
526,4.076
527,3.920
528,3.894
529,4.204
530,4.083
531,3.904
532,4.115
533,43.927
534,5.017
535,4.180
536,4.014
537,3.959
538,4.296
539,3.725
540,4.002
541,3.920
542,4.151
543,4.048
544,4.245
545,4.036
546,4.141
547,3.919
548,4.098
549,4.229
550,4.269
551,3.983
552,4.011
553,4.061
554,4.141
555,3.869
556,4.008
557,3.846
558,4.228
559,3.750
560,4.082
561,4.326
562,4.255
563,3.777
564,4.056
565,3.965
566,4.422
567,3.759
568,4.461
569,4.018
570,4.101
571,3.920
572,4.149
573,4.101
574,4.057
575,3.788
576,4.123
577,3.876
578,4.159
579,3.897
580,4.177
581,3.935
582,4.014
583,3.938
584,4.145
585,3.896
586,4.087
587,3.826
588,4.060
589,3.898
590,4.219
591,3.991
592,4.254
593,4.239
594,4.114
595,3.883
596,4.008
597,4.177
598,4.172
599,4.223
600,4.117
601,3.867
602,4.382
603,4.130
604,4.459
605,4.220
606,4.050
607,3.912
608,4.056
609,3.799
610,4.057
611,3.719
612,4.043
613,4.047
614,3.961
615,3.793
616,4.041
617,3.821
618,4.436
619,4.052
620,4.239
621,4.025
622,3.951
623,3.769
624,3.994
625,3.803
626,4.165
627,3.796
628,4.048
629,3.957
630,3.979
631,3.820
632,3.978
633,3.878
634,3.920
635,3.850
636,4.028
637,3.929
638,4.286
639,3.845
640,10.054
641,5.096
642,5.004
643,5.193
644,5.550
645,4.900
646,5.203
647,5.837
648,5.423
649,5.595
650,5.528
651,4.994
652,6.156
653,3.902
654,4.037
655,3.870
656,4.005
657,4.018
658,4.029
659,3.845
660,4.018
661,3.896
662,4.016
663,3.728
664,4.028
665,3.998
666,3.940
667,3.885
668,4.030
669,3.844
670,4.079
671,3.758
672,4.089
673,4.005
674,3.982
675,3.871
676,4.115
677,3.901
678,4.039
679,3.744
680,3.962
681,3.844
682,4.105
683,3.944
684,4.203
685,4.247
686,4.358
687,3.915
688,3.998
689,4.160
690,4.052
691,3.986
692,4.108
693,3.878
694,3.842
695,3.688
696,4.056
697,3.934
698,4.070
699,3.678
700,4.103
701,3.921
702,4.036
703,3.729
704,3.991
705,3.943
706,3.951
707,3.721
708,3.846
709,4.232
710,4.085
711,3.839
712,4.190
713,3.896
714,4.034
715,3.998
716,4.012
717,4.020
718,4.102
719,4.110
720,4.080
721,3.899
722,4.095
723,3.852
724,4.086
725,3.962
726,3.967
727,3.855
728,4.024
729,3.937
730,4.001
731,4.148
732,4.053
733,3.932
734,4.029
735,3.782
736,4.113
737,4.069
738,3.905
739,3.898
740,3.958
741,4.083
742,3.847
743,3.849
744,4.124
745,4.055
746,3.891
747,3.692
748,4.026
749,3.775
750,4.154
751,3.708
752,3.966
753,3.988
754,3.950
755,3.865
756,3.956
757,3.787
758,4.088
759,3.892
760,4.019
761,3.867
762,4.027
763,3.996
764,3.950
765,3.900
766,4.059
767,3.882
768,8.154
769,3.969
770,4.078
771,4.093
772,3.811
773,4.013
774,4.639
775,3.857
776,4.178
777,3.848
778,4.057
779,3.816
780,4.038
781,4.124
782,4.065
783,3.595
784,4.011
785,3.971
786,3.962
787,3.759
788,4.045
789,4.146
790,3.961
791,3.742
792,4.154
793,3.877
794,4.031
795,3.755
796,4.254
797,3.822
798,4.117
799,3.757
800,4.060
801,3.960
802,4.025
803,3.590
804,4.113
805,4.061
806,4.086
807,4.066
808,4.020
809,3.767
810,4.028
811,3.877
812,4.037
813,4.421
814,4.113
815,3.892
816,4.018
817,3.908
818,4.040
819,3.697
820,4.123
821,3.867
822,3.962
823,3.814
824,3.877
825,4.315
826,4.078
827,3.644
828,4.041
829,4.126
830,4.076
831,4.079
832,4.085
833,3.969
834,3.966
835,3.821
836,3.916
837,3.889
838,4.071
839,4.054
840,3.957
841,4.240
842,3.970
843,4.100
844,3.933
845,3.777
846,4.263
847,3.821
848,4.131
849,4.014
850,4.430
851,3.670
852,3.954
853,4.027
854,3.984
855,4.147
856,4.234
857,3.904
858,4.082
859,3.705
860,4.112
861,4.271
862,4.054
863,3.972
864,4.045
865,4.021
866,4.182
867,3.823
868,4.128
869,3.871
870,4.066
871,3.955
872,4.082
873,4.053
874,4.101
875,4.125
876,4.031
877,3.975
878,4.307
879,4.000
880,3.838
881,3.919
882,3.990
883,3.873
884,3.978
