rule_index,update_us
0,9.527
1,7.032
2,6.539
3,6.707
4,6.850
5,6.603
6,6.684
7,6.558
8,7.454
9,6.455
10,6.688
11,6.572
12,6.950
13,6.854
14,6.585
15,6.807
16,6.818
17,6.880
18,6.634
19,6.585
20,7.218
21,6.616
22,6.681
23,6.517
24,6.300
25,6.114
26,6.244
27,5.995
28,6.889
29,6.943
30,7.157
31,6.363
32,6.473
33,6.713
34,6.959
35,6.352
36,6.972
37,6.607
38,6.968
39,6.635
40,6.756
41,6.460
42,7.130
43,6.380
44,6.369
45,6.532
46,6.694
47,6.496
48,6.781
49,6.703
50,6.555
51,6.857
52,6.568
53,6.566
54,6.622
55,6.173
56,6.431
57,6.286
58,6.347
59,6.437
60,6.383
61,6.365
62,6.249
63,6.924
64,6.770
65,6.477
66,6.388
67,6.498
68,6.677
69,6.595
70,6.350
71,6.113
72,6.600
73,6.260
74,6.412
75,6.394
76,6.657
77,6.400
78,6.250
79,6.556
80,6.677
81,6.364
82,6.421
83,6.447
84,6.317
85,23.946
86,6.714
87,6.026
88,6.587
89,6.417
90,6.266
91,6.431
92,6.159
93,6.227
94,6.226
95,6.376
96,6.409
97,6.085
98,6.145
99,6.508
