rule_index,update_us
0,10.903
1,10.910
2,10.960
3,10.308
4,11.432
5,10.619
6,10.431
7,10.561
8,10.837
9,10.524
10,10.714
11,10.300
12,10.483
13,10.466
14,10.369
15,10.744
16,10.351
17,10.943
18,10.282
19,10.666
20,10.715
21,9.998
22,10.596
23,10.466
24,10.384
25,10.316
26,10.617
27,10.048
28,10.181
29,10.436
30,10.098
31,10.398
32,10.486
33,10.358
34,10.512
35,10.296
36,10.562
37,9.970
38,11.108
39,10.014
40,10.395
41,10.337
42,10.113
43,10.272
44,10.614
45,10.353
46,10.315
47,10.114
48,10.709
49,10.142
50,10.560
51,10.101
52,10.818
53,10.139
54,10.755
55,10.811
56,10.444
57,10.246
58,10.363
59,10.021
60,10.428
61,10.182
62,10.711
63,10.357
64,10.161
65,10.352
66,10.290
67,10.084
68,10.266
69,10.117
70,11.113
71,10.060
72,10.211
73,10.158
74,10.110
75,10.226
76,10.432
77,10.084
78,10.138
79,10.624
80,10.411
81,9.944
82,10.124
83,10.209
84,10.031
85,9.974
86,10.389
87,10.132
88,10.385
89,9.984
90,10.607
91,10.179
92,10.099
93,10.409
94,10.346
95,10.120
96,10.734
97,9.878
98,10.088
99,9.815
100,11.006
101,10.254
102,10.273
103,10.140
104,10.260
105,10.488
106,10.267
107,10.133
108,10.359
109,10.523
110,10.569
111,10.118
112,10.144
113,10.046
114,9.884
115,10.297
116,10.378
117,10.700
118,10.500
119,10.083
120,523.492
121,10.159
122,10.516
123,10.248
124,10.687
125,10.534
126,10.548
127,18.315
128,10.607
129,10.395
130,10.451
131,10.828
132,11.300
133,10.771
134,10.488
135,9.775
136,10.500
137,10.421
138,10.296
139,9.339
140,10.652
141,49.462
142,10.152
143,10.268
144,10.154
145,10.186
146,9.541
147,11.290
148,9.901
149,10.081
150,10.206
151,10.177
152,10.227
153,10.042
154,10.003
155,10.286
156,10.855
157,10.442
158,10.304
159,10.592
160,9.961
161,9.893
162,10.190
163,10.226
164,10.287
165,10.067
166,10.082
167,10.298
168,10.321
169,9.197
170,10.011
171,10.397
172,9.926
173,9.958
174,9.990
175,10.034
176,10.142
177,10.363
178,10.234
179,10.278
180,10.329
181,10.223
182,10.856
183,9.406
184,10.448
185,9.910
186,10.117
187,9.989
188,9.954
189,9.975
190,10.173
191,10.071
192,9.711
193,9.454
194,9.771
195,9.907
196,8.896
197,9.651
198,9.511
199,9.518
200,9.394
201,9.399
202,9.305
203,9.393
204,9.361
205,9.331
206,9.569
207,10.106
208,9.537
209,9.075
210,9.488
211,9.626
212,9.629
213,9.588
214,9.453
215,9.582
216,9.173
217,9.362
218,10.519
219,8.977
220,8.831
221,9.648
222,9.603
223,9.495
224,9.732
225,9.742
226,9.191
227,9.158
228,9.244
229,9.414
230,9.528
231,9.459
232,8.817
233,9.490
