rule_index,update_us
0,7.169
1,5.058
2,4.784
3,4.463
4,4.661
5,4.425
6,4.681
7,4.572
8,4.380
9,4.533
10,4.638
11,3.962
12,4.243
13,4.831
14,4.683
15,4.449
16,4.471
17,4.371
18,4.623
19,4.658
20,4.599
21,4.143
22,4.352
23,4.255
24,4.578
25,4.487
26,4.908
27,4.581
28,4.188
29,4.484
30,4.163
31,4.207
32,4.086
33,4.179
34,4.278
35,4.285
36,4.207
37,4.050
38,4.897
39,4.272
40,4.775
41,4.480
42,4.234
43,4.743
44,4.294
45,4.897
46,4.427
47,4.113
48,4.211
49,4.143
50,4.165
51,4.252
52,4.127
53,4.470
54,4.526
55,4.268
56,4.285
57,4.326
58,4.292
59,4.454
60,4.389
61,4.158
62,4.231
63,4.385
64,9.219
65,4.150
66,4.201
67,4.177
68,4.207
69,4.432
70,4.988
71,4.263
72,4.117
73,4.384
74,4.083
75,4.379
76,4.234
77,4.492
78,4.037
79,4.076
80,4.398
81,4.074
82,4.251
83,4.278
84,4.449
85,4.154
86,4.310
87,4.312
88,3.943
89,4.232
90,4.044
91,4.221
92,4.337
93,4.043
94,17.511
95,4.180
96,3.966
97,3.876
98,4.736
99,4.065
100,4.057
101,4.200
102,4.265
103,4.231
104,4.241
105,4.558
106,3.939
107,4.313
108,4.036
109,3.924
110,3.985
111,3.812
112,3.811
113,3.905
114,3.825
115,3.944
116,4.511
117,4.027
118,4.111
119,4.228
120,4.001
121,4.230
122,4.226
123,4.575
124,4.679
125,4.281
126,4.432
127,3.891
128,13.312
129,4.133
130,3.854
131,4.432
132,3.989
133,3.875
134,4.156
135,3.996
136,3.899
137,4.477
138,4.006
139,3.994
140,3.789
141,4.004
142,3.813
143,4.064
144,4.113
145,4.057
146,4.006
147,4.101
148,4.048
149,4.080
150,4.345
151,4.438
152,3.984
153,3.997
154,4.035
155,4.331
156,3.772
157,4.043
158,3.933
159,4.048
160,4.044
161,4.237
162,4.153
163,3.865
164,4.075
165,3.995
166,3.981
167,3.979
168,3.833
169,4.045
170,4.034
171,4.346
172,3.747
173,4.147
174,3.832
175,4.143
176,3.914
177,3.968
178,4.000
179,4.383
180,3.660
181,3.884
182,3.849
183,4.522
184,3.910
185,3.946
186,4.051
187,4.013
188,3.823
189,4.583
190,3.856
191,4.101
192,4.035
193,4.038
194,4.227
195,4.151
196,4.751
197,5.466
198,5.708
199,4.637
200,5.035
201,5.873
202,5.221
203,4.947
204,5.741
205,5.422
206,5.739
207,5.461
208,4.874
209,5.430
210,5.656
211,5.327
212,5.855
213,4.149
214,3.832
215,4.029
216,3.965
217,4.086
218,3.941
219,4.230
220,4.254
221,3.963
222,4.060
223,3.882
224,4.015
225,4.316
226,4.117
227,3.969
228,4.127
229,4.280
230,3.789
231,4.317
232,4.024
233,4.086
234,3.823
235,3.794
236,3.872
237,4.093
238,4.096
239,3.866
240,3.866
241,3.895
242,3.954
243,3.861
244,4.294
245,4.043
246,3.964
247,3.897
248,4.196
249,3.904
250,3.963
251,3.848
252,3.836
253,4.359
254,4.614
255,3.899
256,9.265
257,4.449
258,4.452
259,3.919
260,4.190
261,3.607
262,4.322
263,4.055
264,3.942
265,3.881
266,4.227
267,4.190
268,4.666
269,4.035
270,3.935
271,3.838
272,3.922
273,4.016
274,3.879
275,3.936
276,3.779
277,3.845
278,3.874
279,4.083
280,3.771
281,3.812
282,3.698
283,3.993
284,3.728
285,3.862
286,3.695
287,4.055
288,4.312
289,3.575
290,4.115
291,41.329
292,5.513
293,5.411
294,5.349
295,5.461
296,5.249
297,5.043
298,4.838
299,5.176
300,5.190
301,5.490
302,5.768
303,5.193
304,5.082
305,5.816
306,5.443
307,6.446
308,5.856
309,5.330
310,5.336
311,5.330
312,6.024
313,5.102
314,5.353
315,5.490
316,5.016
317,5.230
318,5.709
319,5.390
320,5.210
321,5.478
322,5.644
323,5.561
324,4.939
325,4.868
326,4.665
327,4.771
328,5.395
329,6.353
330,4.835
331,5.740
332,4.958
333,5.201
334,4.604
335,5.700
336,5.375
337,5.322
338,5.504
339,5.545
340,5.254
341,4.997
342,5.286
343,5.522
344,5.259
345,5.806
346,5.324
347,5.520
348,6.013
349,5.180
350,5.322
351,5.928
352,5.271
353,5.478
354,5.243
355,5.001
356,5.233
357,5.449
358,5.127
359,5.274
360,5.294
361,5.441
362,5.232
363,5.314
364,4.955
365,5.060
366,4.928
367,5.329
368,5.071
369,5.303
370,5.176
371,6.224
372,4.838
373,4.823
374,5.779
375,5.194
376,4.786
377,5.472
378,5.140
379,4.819
380,5.126
381,5.007
382,5.551
383,5.917
384,11.294
385,5.098
386,4.949
387,5.167
388,5.107
389,4.754
390,5.514
391,5.066
392,5.559
393,6.038
394,4.703
395,4.849
396,5.059
397,4.986
398,5.524
399,5.343
400,5.446
401,5.720
402,5.195
403,5.046
404,5.076
405,5.030
406,5.054
407,5.102
408,4.876
409,5.104
410,12.913
411,6.726
412,5.675
413,5.263
414,4.895
415,5.181
416,8.616
417,4.950
418,5.005
419,5.355
420,5.480
421,5.539
422,5.408
423,5.504
424,5.231
425,5.339
426,5.287
427,5.442
428,4.941
429,5.610
430,5.508
431,5.432
432,5.206
433,5.442
434,5.315
435,5.540
436,5.563
437,5.644
438,5.275
439,5.715
440,5.388
441,5.055
442,5.483
443,5.658
444,5.637
445,5.721
446,32.854
447,5.545
448,5.140
449,5.666
450,5.123
451,5.636
452,5.137
453,5.174
454,5.108
455,5.529
456,5.527
457,5.267
458,5.282
459,5.396
460,5.206
461,5.377
462,5.062
463,5.389
464,5.557
465,5.448
466,5.174
467,5.516
468,5.677
469,5.253
470,5.312
471,5.276
472,5.938
473,6.004
474,5.366
475,5.439
476,5.073
477,5.757
478,5.153
479,5.351
480,5.755
481,5.000
482,5.331
483,5.027
484,5.199
485,5.554
486,5.484
487,5.586
488,5.180
489,5.594
490,5.523
491,5.333
492,5.132
493,5.366
494,5.282
495,5.364
496,5.205
497,5.384
498,5.335
499,5.393
500,7.035
501,5.911
502,4.948
503,5.789
504,5.244
505,5.071
506,5.115
507,5.288
508,5.358
509,5.138
510,5.339
511,5.076
512,11.116
513,5.294
514,5.610
515,6.020
516,5.366
517,5.418
518,4.915
519,5.133
520,4.638
521,5.519
522,6.329
523,5.551
524,6.524
525,5.626
526,6.049
527,5.164
528,5.320
529,5.267
530,5.151
531,5.820
532,5.816
533,5.727
534,4.812
535,5.667
536,5.134
537,5.274
538,4.976
539,5.664
540,5.202
541,5.194
542,5.229
543,4.991
544,5.246
545,5.321
546,4.792
547,5.430
548,5.431
549,5.806
550,4.976
551,5.151
552,5.410
553,5.205
554,5.349
555,5.469
556,4.981
557,5.283
558,5.613
559,5.273
560,4.924
561,5.458
562,5.197
563,5.530
564,5.345
565,5.645
566,4.945
567,5.195
568,5.033
569,4.920
570,5.073
571,5.081
572,5.049
573,5.704
574,5.078
575,5.143
576,5.129
577,5.277
578,5.124
579,5.250
580,5.687
581,6.325
582,4.704
583,5.436
584,5.200
585,5.167
586,5.726
587,5.074
588,5.073
589,5.235
590,5.087
591,5.453
592,4.870
593,5.385
594,5.279
595,5.599
596,5.045
597,5.591
598,5.399
599,5.478
600,5.199
601,5.592
602,5.400
603,5.031
604,4.738
605,5.276
606,5.053
607,5.713
608,5.155
609,5.275
610,4.887
611,5.379
612,5.328
613,5.187
614,5.070
615,5.228
616,5.447
617,5.509
618,5.576
619,5.152
620,5.493
621,5.039
622,6.080
623,5.517
624,5.052
625,5.582
626,5.437
627,5.372
628,5.255
629,5.700
630,5.589
631,5.498
632,5.813
633,5.224
634,5.018
635,5.418
636,5.168
637,5.582
638,5.097
639,5.225
640,12.145
641,5.220
