rule_index,update_us
0,6.960
1,6.499
2,6.381
3,6.406
4,6.257
5,6.209
6,6.064
7,6.274
8,6.453
9,6.194
10,6.378
11,6.084
12,6.046
13,6.266
14,6.152
15,6.180
16,6.215
17,6.186
18,6.175
19,6.086
20,6.170
21,6.057
22,6.140
23,6.054
24,6.157
25,6.060
26,6.194
27,6.236
28,6.166
29,6.297
30,6.310
31,6.140
32,6.190
33,6.190
34,6.187
35,6.124
36,6.134
37,6.252
38,6.151
39,6.263
40,6.010
41,6.187
42,6.276
43,6.211
44,6.170
45,6.104
46,6.241
47,6.235
48,6.274
49,6.127
50,6.114
51,6.169
52,6.190
53,6.126
54,6.365
55,6.216
56,6.145
57,6.348
58,6.061
59,6.281
60,6.230
61,6.190
62,6.220
63,6.540
64,6.112
65,6.253
66,6.170
67,6.197
68,6.166
69,6.014
70,6.190
71,6.200
72,6.193
73,6.209
74,6.143
75,6.220
76,6.230
77,6.160
78,6.226
79,6.220
80,6.210
81,6.467
82,6.414
83,6.145
84,6.110
85,6.355
86,6.229
87,6.170
88,6.216
89,6.380
90,6.189
91,6.299
92,6.240
93,6.213
94,6.219
95,6.084
96,6.143
97,6.128
98,6.138
99,6.144
100,6.296
101,6.267
102,6.345
103,6.380
104,6.436
105,6.186
106,6.260
107,6.349
108,6.330
109,6.557
110,6.424
111,6.326
112,6.205
113,6.320
114,6.286
115,6.355
116,6.606
117,6.207
118,6.295
119,6.428
120,6.304
121,6.429
122,6.234
123,6.316
124,6.395
125,6.281
126,6.294
127,6.429
128,13.731
129,6.594
130,6.301
131,6.254
132,6.249
133,6.310
134,6.240
135,6.287
136,6.265
137,6.241
138,6.229
139,6.417
140,6.440
141,6.290
142,6.280
143,6.221
144,6.353
145,6.326
146,6.270
147,6.302
148,6.249
149,6.210
150,6.226
151,6.230
152,6.335
153,6.255
154,6.184
155,6.208
156,6.250
157,6.350
158,6.214
159,6.215
160,6.275
161,6.296
162,6.327
163,6.206
164,6.216
165,6.286
166,6.207
167,6.410
168,6.294
169,6.333
170,6.357
171,6.433
172,6.282
173,6.304
174,6.274
175,6.244
176,6.351
177,6.206
178,6.244
179,6.220
180,6.124
181,6.290
182,6.264
183,6.434
184,6.292
185,6.230
186,6.280
187,6.241
188,6.485
189,6.270
190,6.385
191,6.324
192,6.357
193,6.190
194,6.476
195,6.237
196,6.209
197,6.564
198,83.563
199,6.387
200,6.435
201,6.222
202,6.354
203,6.267
204,6.254
205,6.370
206,6.242
207,6.250
208,6.561
209,6.275
210,6.340
211,6.216
212,6.247
213,6.230
214,6.291
215,6.397
216,6.313
217,6.217
218,6.166
219,6.261
220,6.244
221,6.318
222,6.356
223,6.354
224,6.164
225,6.246
226,6.254
227,6.344
228,6.233
229,6.187
230,6.283
231,6.405
232,6.244
233,6.774
234,6.277
235,6.190
236,6.268
237,6.260
238,6.289
239,6.246
240,6.332
241,6.270
242,6.326
243,6.215
244,6.456
245,6.306
246,6.390
247,6.289
248,6.280
249,6.276
250,6.313
251,6.575
252,6.262
253,6.296
254,6.114
255,6.282
256,21.980
257,4.559
258,4.525
259,4.552
260,4.471
261,4.466
262,4.492
263,4.754
264,4.560
265,4.546
266,4.550
267,4.560
268,4.948
269,4.520
270,4.484
271,4.552
272,4.542
273,4.512
274,4.566
275,4.424
276,4.542
277,4.488
278,4.553
279,4.478
280,4.552
281,4.546
282,4.474
283,4.550
284,4.440
285,4.512
286,4.554
287,4.479
288,4.493
289,4.954
290,4.506
291,4.514
292,4.540
293,4.554
294,4.567
295,4.513
296,4.597
297,4.563
298,4.547
299,4.397
300,4.423
301,4.553
302,4.561
303,4.554
304,4.590
305,4.483
306,4.563
307,4.779
308,4.545
309,4.550
310,4.503
311,4.470
312,4.612
313,4.472
314,4.478
315,4.492
316,4.530
317,4.506
318,4.506
319,4.496
320,4.460
321,4.471
322,4.536
323,4.494
324,4.470
325,4.492
326,4.489
327,4.506
328,4.528
329,4.514
330,4.520
331,4.549
332,4.541
333,4.485
334,4.630
335,4.837
336,4.590
337,4.540
338,4.463
339,4.546
340,4.649
341,4.603
342,4.530
343,4.535
344,4.450
345,4.537
346,4.510
347,4.490
348,4.514
349,4.761
350,4.489
351,4.507
352,4.487
353,4.530
354,4.577
355,4.519
356,4.517
357,4.585
358,4.487
359,4.571
360,4.645
361,4.392
362,4.532
363,4.535
364,4.560
365,4.886
366,4.620
367,4.500
368,4.524
369,4.524
370,4.540
371,4.554
372,4.545
373,4.556
374,4.384
375,4.512
376,4.564
377,4.544
378,4.834
379,4.523
380,4.481
381,4.578
382,4.556
383,4.587
384,9.409
385,4.484
386,4.521
387,4.545
388,4.528
389,4.567
390,4.454
391,4.468
392,4.598
393,4.510
394,4.643
395,4.472
396,4.600
397,4.545
398,4.593
399,4.489
400,4.504
401,4.781
402,4.642
403,4.464
404,4.496
405,4.465
406,4.543
407,4.507
408,4.541
409,4.664
410,4.541
411,4.512
412,4.577
413,4.520
414,4.554
415,4.526
416,4.608
417,4.594
418,4.478
419,4.598
420,4.598
421,4.498
422,4.564
423,4.532
424,4.635
425,4.756
426,4.478
427,4.606
428,4.517
429,4.586
430,4.501
431,4.546
432,4.521
433,4.522
434,4.465
435,4.563
436,4.535
437,4.526
438,4.917
439,4.498
440,4.400
441,4.433
442,4.409
443,4.500
444,4.490
445,4.407
446,4.443
447,4.466
448,4.555
449,4.519
450,4.475
451,4.435
452,4.553
453,4.461
454,4.522
